binname	contiglength	mean_read_length	coverage	damage	GC
Lib4_6_bin.118	5172	111.5	26.6	0.029	0.634
Lib4_6_bin.118	12258	113.2	25.5	0.058	0.601
Lib4_6_bin.118	2973	116.6	29.2	0	0.598
Lib4_6_bin.118	3990	112.6	29.4	0.031	0.575
Lib4_6_bin.118	7402	112	24.9	0.025	0.588
Lib4_6_bin.118	4805	116.1	25.6	0.05	0.582
Lib4_6_bin.118	3535	113.8	26.8	0	0.654
Lib4_6_bin.118	4082	115.4	25.1	0.083	0.594
Lib4_6_bin.118	8051	114.7	24	0.061	0.585
Lib4_6_bin.118	3945	112.5	31.2	0	0.670
Lib4_6_bin.118	2605	110.3	68.2	0.012	0.605
Lib4_6_bin.118	2911	110.3	26.4	0.032	0.628
Lib4_6_bin.118	9689	111.4	33.7	0.01	0.638
Lib4_6_bin.118	3789	114	24.5	0.129	0.608
Lib4_6_bin.118	4841	114.5	27.7	0.071	0.604
Lib4_6_bin.118	4716	113.3	26.6	0.019	0.641
Lib4_6_bin.118	3413	112.4	26.1	0	0.635
Lib4_6_bin.118	2995	108.8	19.2	0.222	0.601
Lib4_6_bin.118	4465	108.2	24.8	0	0.587
Lib4_6_bin.118	2903	114.7	37.1	0.025	0.629
Lib4_6_bin.118	3936	116.1	27.2	0.061	0.599
Lib4_6_bin.118	6687	115.3	30.1	0.049	0.597
Lib4_6_bin.118	5239	116.1	24.9	0.047	0.621
Lib4_6_bin.118	5826	110.9	28.1	0.016	0.593
Lib4_6_bin.118	3176	111.8	26.5	0	0.660
Lib4_6_bin.118	2794	118.2	27.5	0	0.628
Lib4_6_bin.118	7087	112.5	26.5	0.024	0.651
Lib4_6_bin.118	3112	110.1	22.1	0.088	0.595
Lib4_6_bin.118	4413	115.8	26.2	0.03	0.606
Lib4_6_bin.118	8569	112.5	25.4	0.042	0.622
Lib4_6_bin.118	6184	109.1	24	0.051	0.590
Lib4_6_bin.118	2786	110.7	23.5	0.045	0.620
Lib4_6_bin.118	3279	109.5	22.8	0.13	0.602
Lib4_6_bin.118	4159	113.9	22.2	0.053	0.595
Lib4_6_bin.118	4313	111.5	30.5	0.026	0.604
Lib4_6_bin.118	5331	110.1	22.2	0.028	0.548
Lib4_6_bin.118	7349	116	26.7	0.043	0.591
Lib4_6_bin.118	9465	114.8	26.3	0.028	0.627
Lib4_6_bin.118	4281	112.2	26.7	0.065	0.601
Lib4_6_bin.118	6173	113.1	26.9	0.111	0.594
Lib4_6_bin.118	5503	115.6	31.4	0.019	0.664
Lib4_6_bin.118	3270	117.6	24.4	0.049	0.585
Lib4_6_bin.118	3188	111.5	26.8	0	0.601
Lib4_6_bin.118	2813	112.1	25.3	0	0.636
Lib4_6_bin.118	4347	109.8	27.6	0	0.628
Lib4_6_bin.118	3649	112.8	24.1	0	0.602
Lib4_6_bin.118	3223	115.4	25.9	0.08	0.610
s02_bin.236	14848	186.9	476.2	0.038	0.267
s02_bin.236	21850	186.8	488.1	0.031	0.268
s02_bin.236	5693	182.3	413.8	0.012	0.247
s02_bin.236	4338	182.4	414.8	0.029	0.233
s02_bin.236	9217	187.1	439	0.045	0.267
s02_bin.236	4828	181.8	407.6	0.046	0.293
s02_bin.236	20878	186	480.7	0.026	0.272
s02_bin.236	4512	183	443.4	0.014	0.254
s02_bin.236	8871	185.1	443.5	0.027	0.273
s02_bin.236	16880	185.4	421.1	0.023	0.258
s02_bin.236	4030	185.2	422.8	0.022	0.279
s02_bin.236	32642	186	449.5	0.024	0.279
s02_bin.236	19988	186.8	474.3	0.031	0.263
s02_bin.236	12491	186.2	492.2	0.019	0.245
s02_bin.236	37644	166.2	377.6	0.036	0.290
s02_bin.236	9517	186.1	433.4	0.031	0.282
s02_bin.236	4363	178.4	400	0.033	0.280
s02_bin.236	19350	184.1	417.8	0.023	0.275
s02_bin.236	13099	184.8	454.7	0.038	0.232
s02_bin.236	9477	187.6	479	0.025	0.265
s02_bin.236	8971	187.6	442	0.018	0.261
s02_bin.236	21294	185.7	477.5	0.035	0.282
s02_bin.236	16427	186.3	455.5	0.031	0.270
s02_bin.236	14734	183.9	454.4	0.029	0.254
s02_bin.236	5703	186.5	458.1	0.015	0.289
s02_bin.236	2733	180.6	438.5	0.017	0.271
s02_bin.236	2946	180.5	360	0.077	0.248
s02_bin.236	4328	187.5	550.5	0.011	0.239
s02_bin.236	4476	184.3	442.9	0.035	0.260
s02_bin.236	6739	182.7	381.4	0.014	0.238
s02_bin.236	13373	186.6	408.5	0.026	0.267
s02_bin.236	10176	188.1	493.4	0.018	0.253
s02_bin.236	3858	183.6	372.3	0.015	0.278
s02_bin.236	2728	179.2	333.2	0.051	0.229
s02_bin.236	8741	185.6	496.1	0.024	0.276
s02_bin.236	6630	186.1	470.6	0.02	0.250
s02_bin.236	7235	184.8	434.4	0.017	0.275
s02_bin.236	24449	185.8	437.9	0.02	0.285
s02_bin.236	6277	183.3	450.3	0.017	0.267
s02_bin.236	3082	182.1	413.1	0.015	0.270
s02_bin.236	9596	182.3	435.4	0.028	0.275
s02_bin.236	3585	184.1	471	0.029	0.242
s02_bin.236	5351	182.1	612.7	0.009	0.251
s02_bin.236	7972	185.2	469	0.016	0.253
s02_bin.236	14270	186.3	413.1	0.016	0.255
s02_bin.236	12708	184.7	427.3	0.036	0.243
s02_bin.236	30156	185.8	433	0.022	0.264
s02_bin.236	3112	186.2	384.7	0.021	0.275
s02_bin.236	9985	186.2	468.4	0.023	0.274
s02_bin.236	11075	184.2	464.8	0.027	0.257
s02_bin.236	6664	180.5	392.3	0.024	0.237
s02_bin.236	4041	183.5	474.6	0.026	0.262
s02_bin.236	12776	185.3	453.6	0.025	0.251
s02_bin.236	6338	182.1	467.8	0.015	0.271
s02_bin.236	5164	187.6	409.4	0.018	0.276
s02_bin.236	14739	186.2	447.4	0.045	0.260
s02_bin.236	7307	186.4	407.3	0.032	0.255
s02_bin.236	5052	180.7	405.2	0.012	0.272
s02_bin.236	4113	185.1	454.3	0.027	0.271
s02_bin.236	24523	184.2	441.7	0.027	0.257
s02_bin.236	10207	185.5	424.3	0.047	0.245
s02_bin.236	10953	185.4	473.2	0.035	0.284
s02_bin.236	3337	181.2	388.7	0.025	0.251
s02_bin.236	12719	184	395.2	0.04	0.278
s02_bin.236	10650	183	527.8	0.015	0.267
s02_bin.236	4466	181.8	389.6	0.036	0.251
s02_bin.236	21039	185.3	483.6	0.025	0.271
s02_bin.236	3489	182.9	386.1	0.016	0.294
s02_bin.236	10138	186.7	423.9	0.034	0.284
s02_bin.236	7772	184.1	472.3	0.017	0.246
s02_bin.236	3489	181.3	419.1	0.021	0.236
s02_bin.236	11939	186.2	430.4	0.022	0.255
s02_bin.236	15532	185.9	626.4	0.034	0.262
s02_bin.236	2971	182.5	399.7	0.02	0.253
s02_bin.236	5694	183.3	439.6	0.021	0.291
s02_bin.236	4529	182.3	463.7	0.034	0.250
s02_bin.236	6629	187.4	441.6	0.016	0.238
s02_bin.236	12888	185.3	471.1	0.032	0.272
s02_bin.236	10505	183.1	455.5	0.026	0.281
s02_bin.236	3553	181.1	364.7	0.039	0.246
s02_bin.236	3329	181.8	467.2	0.024	0.282
s02_bin.236	4486	182.2	482.1	0.01	0.239
s02_bin.236	4279	186	472.4	0.033	0.257
s02_bin.236	5435	184	465.3	0.027	0.268
s02_bin.236	15628	185.5	454.8	0.024	0.259
s02_bin.236	22756	185.4	430	0.019	0.264
s02_bin.236	3167	183.6	676	0.011	0.251
s02_bin.236	14185	184.1	454.7	0.023	0.268
s02_bin.236	10079	186.1	442	0.039	0.263
s02_bin.236	5569	146.9	994.1	0.005	0.287
s02_bin.236	21295	186.9	490.4	0.032	0.275
s02_bin.236	4207	184.7	447.2	0.026	0.275
s02_bin.236	4671	186.3	462.5	0.025	0.250
s02_bin.236	4481	184.1	464.9	0.034	0.292
s02_bin.236	2589	176.7	409.1	0.023	0.252
s02_bin.236	2596	184.2	422.7	0.035	0.269
s02_bin.236	3571	182.4	464.7	0.01	0.258
s02_bin.236	5378	182.5	497.5	0.025	0.264
s02_bin.236	2772	184.1	453.2	0.022	0.256
s02_bin.236	10002	187.4	488.2	0.038	0.276
s02_bin.236	17026	185.9	452.6	0.02	0.269
s02_bin.236	10126	183.7	472.3	0.049	0.272
s02_bin.236	8457	189.2	501.6	0.029	0.250
s02_bin.236	4760	180.8	490.1	0.011	0.241
s02_bin.236	7602	180.3	408.4	0.026	0.235
s02_bin.236	19223	184.2	436.8	0.018	0.275
s02_bin.236	16777	185.7	430.1	0.025	0.261
s02_bin.236	5826	184	454.9	0.03	0.278
s02_bin.236	6520	185.5	486.4	0.023	0.258
s02_bin.274	5385	158.3	26.3	0	0.375
s02_bin.274	2576	159.6	25.1	0	0.378
s02_bin.274	2726	151.9	27.7	0	0.389
s02_bin.274	3897	156	31.2	0.013	0.406
s02_bin.274	4575	154.9	28.5	0.017	0.368
s02_bin.274	2901	157	27.6	0.011	0.389
s02_bin.274	4487	163.3	31.5	0.027	0.373
s02_bin.274	2705	153.8	28.2	0.028	0.367
s02_bin.274	6001	154.4	24.8	0.009	0.385
s02_bin.274	5677	157.4	23.1	0	0.388
s02_bin.274	5933	153.7	24.1	0.037	0.368
s02_bin.274	14984	151.5	26.2	0.01	0.405
s02_bin.274	5178	160.7	25.8	0.021	0.402
s02_bin.274	10187	154.9	35.4	0.016	0.381
s02_bin.274	2896	142.6	26.4	0	0.370
s02_bin.274	2814	153.4	27.4	0.009	0.366
s02_bin.274	3039	170.1	14	0.032	0.384
s02_bin.274	8919	157	28.1	0.006	0.374
s02_bin.274	4502	151.6	26.2	0	0.363
s02_bin.274	6014	153.1	28.6	0.005	0.391
s02_bin.274	3482	153	28.4	0.029	0.407
s02_bin.274	5767	167.8	26.9	0.05	0.365
s02_bin.274	2504	153.1	26	0.027	0.392
s02_bin.274	16082	150.1	29	0.037	0.399
s02_bin.274	3384	155.4	27.3	0.034	0.403
s02_bin.274	4015	159.7	24	0.006	0.372
s02_bin.274	5503	156.1	24	0.026	0.396
s02_bin.274	4400	154.7	25.8	0.008	0.411
s02_bin.274	9489	158.7	25.3	0.032	0.377
s02_bin.274	6619	153.1	21.6	0.051	0.391
s02_bin.274	4056	159	23.3	0.016	0.386
s02_bin.274	2547	161.9	26.2	0.021	0.370
s02_bin.274	7340	151	25.3	0.01	0.420
s02_bin.274	3007	165.2	21.1	0	0.406
s02_bin.274	3280	149.8	22.2	0.011	0.375
s02_bin.274	2525	152.8	26.7	0	0.379
s02_bin.274	5267	152.5	25.3	0.005	0.364
s02_bin.274	8163	156.7	25	0.03	0.390
s02_bin.274	3488	155.3	28.7	0.011	0.392
s02_bin.274	3524	152.4	27.7	0.009	0.374
s02_bin.274	4824	160.5	27	0.042	0.377
s02_bin.274	5448	158.1	22.7	0.013	0.372
s02_bin.274	3483	148.3	25.9	0	0.362
s02_bin.274	3114	151.9	27.8	0.022	0.399
s02_bin.274	3790	148.8	21.4	0.03	0.377
s02_bin.274	5117	157.2	24.4	0.007	0.350
s02_bin.274	5145	153.8	24.9	0.016	0.384
s02_bin.274	9692	152.7	26.2	0.033	0.397
s02_bin.274	3913	157.2	27.5	0.043	0.388
s02_bin.274	9947	153.3	26.6	0.011	0.401
s02_bin.274	5361	153.8	50.2	0.011	0.410
s02_bin.274	2617	165.8	44.8	0.008	0.342
s02_bin.274	3219	157.4	32.2	0.021	0.396
s02_bin.274	4243	167.6	25.1	0.011	0.351
s02_bin.274	5960	153.1	29.8	0.023	0.407
s02_bin.274	4405	152.7	25.3	0.029	0.367
s02_bin.274	10935	154	26.2	0.007	0.365
s02_bin.274	11360	155.4	25.2	0.028	0.371
s02_bin.274	2631	152.6	20	0.022	0.400
s02_bin.274	3585	156.7	26.7	0.034	0.369
s02_bin.274	3558	149.3	24.9	0.009	0.397
s02_bin.274	11159	158	29.4	0.016	0.399
s02_bin.274	4116	146.5	26.8	0.012	0.398
s02_bin.274	3057	157	23.8	0	0.376
s02_bin.274	8996	147.1	25.3	0.017	0.388
s02_bin.274	3415	146.4	27.6	0.01	0.391
s02_bin.274	3092	142.8	21.9	0.008	0.386
s02_bin.274	3435	154	42.7	0.024	0.414
s02_bin.274	3691	150.6	21.4	0.013	0.396
s02_bin.274	10696	157.4	20.7	0.03	0.380
s02_bin.274	3578	152.9	29	0.005	0.367
s02_bin.274	2528	151.9	24.3	0.007	0.400
s02_bin.274	3792	151.9	25	0.009	0.361
s02_bin.274	2696	144.6	23.1	0.026	0.388
s02_bin.274	4310	158.1	25.4	0.033	0.392
s02_bin.274	3422	154.1	43.9	0.043	0.379
s02_bin.274	3714	152	27.4	0.013	0.360
s02_bin.274	2921	159.2	17	0.011	0.380
s02_bin.274	12181	153.2	25.7	0.02	0.381
s02_bin.274	5260	148	26.6	0.008	0.392
s02_bin.274	4120	162.5	14.8	0	0.407
s02_bin.274	5088	149.7	26.5	0.028	0.416
s02_bin.274	4100	146.7	28.6	0.034	0.410
s02_bin.274	2595	133	32.3	0.014	0.388
s02_bin.274	2666	163.2	21.7	0.011	0.412
s02_bin.274	3630	161.6	28.8	0.014	0.367
s02_bin.274	6431	147.2	29.8	0.01	0.394
s02_bin.274	4477	157.6	32.2	0.03	0.356
s02_bin.274	2613	147.3	31.2	0.007	0.363
s02_bin.274	6216	155.8	32.1	0.011	0.400
s02_bin.274	3456	153.2	36.8	0.012	0.387
s02_bin.274	3477	152.1	35.2	0.013	0.403
s02_bin.274	13165	152.6	25.4	0.018	0.378
s02_bin.274	4523	157.7	27.3	0	0.348
s02_bin.274	5706	152	23	0.132	0.373
s02_bin.274	14442	160.1	24.6	0.031	0.379
s02_bin.274	3407	150.9	26.1	0.028	0.377
s02_bin.274	5403	164.6	24.9	0.032	0.406
s02_bin.274	2754	151	28.7	0.025	0.351
s02_bin.274	3510	147.5	23.4	0.007	0.393
s02_bin.274	3590	160.3	23.4	0.008	0.367
s02_bin.274	6148	161.4	23.2	0.072	0.352
s02_bin.274	2914	165	21.2	0.115	0.387
s02_bin.274	16148	155.4	25.5	0.039	0.374
s02_bin.274	3281	153	28.7	0.027	0.383
s02_bin.274	6577	154.7	27.3	0.008	0.386
s02_bin.274	4949	156.8	21.8	0.081	0.363
s02_bin.274	6091	154.3	24	0.011	0.387
s02_bin.274	22015	157.9	26.7	0.013	0.394
s02_bin.274	7693	154.2	26.8	0.018	0.366
s02_bin.274	3401	145.8	36	0.017	0.390
s02_bin.274	4705	160.2	26.7	0.025	0.392
s02_bin.274	5387	157	27.8	0.006	0.385
s02_bin.274	3798	157.7	26.7	0.031	0.383
s02_bin.274	3890	145.2	25	0.128	0.401
s02_bin.274	6197	145.9	24.6	0.016	0.384
s02_bin.274	3728	151.4	27	0.025	0.373
s02_bin.274	3902	155.9	26	0.044	0.351
s02_bin.274	6519	156.2	27.7	0.033	0.389
s02_bin.274	8215	153.5	27.2	0.007	0.410
s02_bin.274	3960	141.9	30.5	0.007	0.387
s02_bin.274	2684	148.5	27.3	0.11	0.394
s02_bin.274	4881	154.8	37.1	0.004	0.361
s02_bin.274	6674	158	23.6	0.007	0.359
s02_bin.274	4145	151.9	28	0.023	0.364
s02_bin.274	2892	154.4	27.4	0.026	0.409
s02_bin.274	3271	162.3	15.7	0	0.392
s02_bin.274	3620	159.9	36.1	0.018	0.383
s02_bin.274	8218	155	26.2	0.006	0.359
s02_bin.274	5072	154.3	20.2	0.02	0.363
s02_bin.274	2770	144.7	22.6	0	0.361
s02_bin.274	5180	161.1	23.1	0	0.360
s02_bin.274	2703	151	17.1	0	0.355
s02_bin.274	2780	159.6	21	0	0.384
s02_bin.274	5569	154.2	26.8	0.041	0.402
s02_bin.274	3695	162.5	30.5	0	0.367
s02_bin.274	7904	161.2	26.1	0.034	0.413
s02_bin.274	3489	159.5	27.7	0.022	0.375
s02_bin.274	4541	163	18.3	0.019	0.367
s02_bin.274	2947	151.6	26.3	0.006	0.356
s02_bin.274	3188	147.4	22.7	0.012	0.398
s02_bin.274	8976	157.9	27.2	0.012	0.375
s02_bin.274	6530	177.2	21.1	0.04	0.366
s02_bin.274	8964	162.2	22.6	0.021	0.373
s02_bin.274	4587	148.3	22.6	0	0.388
s02_bin.274	8303	148.2	23.3	0.011	0.381
s02_bin.274	5164	154.9	27.3	0.046	0.392
s02_bin.274	3693	153.6	23.4	0.006	0.394
s02_bin.274	6499	178	13.2	0.04	0.380
s02_bin.274	11555	154.4	25.5	0.03	0.386
s02_bin.274	5189	157	23.9	0.049	0.391
s02_bin.274	13047	156.4	27.5	0.02	0.391
s02_bin.274	4287	163.6	32.2	0.003	0.393
s02_bin.274	3886	154.8	18.3	0	0.381
s02_bin.274	10835	156.1	32.3	0.024	0.381
s02_bin.274	6427	144.5	25.6	0.027	0.370
s02_bin.274	3209	162.6	19.5	0	0.388
s02_bin.274	9039	152.6	25.4	0.004	0.401
s02_bin.274	3748	149.2	30.1	0.04	0.394
s02_bin.274	3305	177.7	13.2	0	0.382
s02_bin.274	3777	158	26	0.016	0.414
s02_bin.274	4843	159.8	22.1	0.023	0.390
s02_bin.274	6934	160.3	26.7	0.018	0.399
s02_bin.274	2983	163.4	24.4	0	0.386
s02_bin.274	2614	150.4	30.3	0.023	0.385
s02_bin.274	4051	147.1	27.6	0.011	0.389
Lib4_3_bin.32	6302	80.1	140.8	0.124	0.317
Lib4_3_bin.32	7877	77	103.2	0.132	0.302
Lib4_3_bin.32	11506	79.8	146.9	0.101	0.320
Lib4_3_bin.32	4479	80.9	127	0.133	0.326
Lib4_3_bin.32	8477	77.7	97	0.203	0.306
Lib4_3_bin.32	14434	79	142.8	0.143	0.319
Lib4_3_bin.32	6600	79.9	152.7	0.096	0.333
Lib4_3_bin.32	4514	81.2	131.1	0.175	0.318
Lib4_3_bin.32	2587	80.5	153.6	0.067	0.312
Lib4_3_bin.32	8973	77.9	88	0.082	0.294
Lib4_3_bin.32	6747	78.9	110	0.067	0.315
Lib4_3_bin.32	3711	78.9	106.6	0.294	0.302
Lib4_3_bin.32	2660	76.4	81.5	0.053	0.298
Lib4_3_bin.32	2698	73.5	59.8	0	0.256
Lib4_3_bin.32	8518	80.8	159.3	0.124	0.325
Lib4_3_bin.32	6759	79.6	112.1	0.119	0.310
Lib4_3_bin.32	18325	80.5	139.5	0.158	0.316
Lib4_3_bin.32	17790	84	197.3	0.12	0.326
Lib4_3_bin.32	3176	81.6	111.5	0.062	0.334
Lib4_3_bin.32	4683	80.8	118	0.082	0.285
Lib4_3_bin.32	8796	78.8	117.5	0.142	0.326
Lib4_3_bin.32	12894	80	161.3	0.098	0.329
Lib4_3_bin.32	13500	80.5	175.3	0.161	0.330
Lib4_3_bin.32	3500	78.1	120.7	0.128	0.301
Lib4_3_bin.32	19205	79.5	140.9	0.135	0.307
Lib4_3_bin.32	10103	78.9	136.5	0.121	0.324
Lib4_3_bin.32	3582	77.5	134.7	0.105	0.309
Lib4_3_bin.32	10185	77.4	114.4	0.069	0.302
Lib4_3_bin.32	5822	80.6	111.8	0.151	0.318
Lib4_3_bin.32	3106	76.4	73.3	0.25	0.288
Lib4_3_bin.32	2611	79.4	107.6	0.121	0.284
Lib4_3_bin.32	12481	79.1	140.2	0.116	0.319
Lib4_3_bin.32	7740	78.7	115	0.107	0.307
Lib4_3_bin.32	2618	80.8	129.5	0.131	0.322
Lib4_3_bin.32	5372	82.8	182.9	0.091	0.341
Lib4_3_bin.32	6915	79.5	96.1	0.082	0.292
Lib4_3_bin.32	6628	79.9	127.6	0.118	0.320
Lib4_3_bin.32	3137	76.1	168.1	0.062	0.334
Lib4_3_bin.32	5989	90.1	106.1	0.128	0.347
Lib4_3_bin.32	10676	79.6	143.4	0.125	0.306
Lib4_3_bin.32	9137	77.5	100.3	0.134	0.306
Lib4_3_bin.32	3471	78	52.9	0.024	0.341
Lib4_3_bin.32	4454	79.3	142.3	0.083	0.318
Lib4_3_bin.32	5367	76.4	91.6	0.078	0.310
Lib4_3_bin.32	8175	79.8	120.7	0.134	0.326
Lib4_3_bin.32	17634	77.7	100.9	0.126	0.303
Lib4_3_bin.32	3035	83	174.4	0.03	0.299
Lib4_3_bin.32	10585	77.2	74	0.083	0.284
Lib4_3_bin.32	9896	79.7	110.4	0.084	0.312
Lib4_3_bin.32	10365	80	143.7	0.102	0.321
Lib4_3_bin.32	5327	78.8	103.3	0.141	0.312
Lib4_3_bin.32	5761	79.2	119.2	0.089	0.319
Lib4_3_bin.32	3605	77.8	90.5	0.2	0.309
Lib4_3_bin.32	3015	80.9	155.2	0.069	0.319
Lib4_3_bin.32	11119	79.5	116.2	0.135	0.314
Lib4_3_bin.32	4363	77.7	80.6	0.133	0.281
Lib4_3_bin.32	3740	78.7	96.3	0.056	0.285
Lib4_3_bin.32	8186	79.6	110.9	0.094	0.323
Lib4_3_bin.32	8680	78.9	107	0.097	0.313
Lib4_3_bin.32	3061	83.9	348.9	0.072	0.344
Lib4_3_bin.32	11723	79.3	100.7	0.137	0.303
Lib4_3_bin.32	3363	79.5	129.3	0.016	0.326
Lib4_3_bin.32	15105	78.6	138	0.094	0.314
Lib4_3_bin.32	6186	76.9	83.4	0.121	0.279
Lib4_3_bin.32	4003	74.4	61.2	0.121	0.254
Lib4_3_bin.32	4833	79.9	110.4	0.208	0.274
Lib4_3_bin.32	3361	77.9	104.4	0.273	0.318
Lib4_3_bin.32	5171	80.3	107.3	0.148	0.311
Lib4_3_bin.32	5519	79	118.8	0.257	0.316
Lib4_3_bin.32	4117	80.8	140.4	0.075	0.321
Lib4_3_bin.32	10466	80.4	160.8	0.052	0.316
Lib4_3_bin.32	3772	78	93.4	0.182	0.289
Lib4_3_bin.32	3040	80.3	108	0.122	0.292
Lib4_3_bin.32	2532	79.4	91	0.028	0.307
Lib4_3_bin.32	20005	80.7	178	0.104	0.327
Lib4_3_bin.32	14577	78.2	125	0.076	0.310
Lib4_3_bin.32	4107	82.7	142.5	0.165	0.321
Lib4_3_bin.32	5485	76.9	133.8	0.056	0.297
Lib4_3_bin.32	9495	80	127	0.104	0.315
Lib4_3_bin.32	5140	80.8	153.8	0.082	0.328
Lib4_3_bin.32	10152	79.3	116.2	0.096	0.307
Lib4_3_bin.32	11001	81.6	143.5	0.105	0.324
Lib4_3_bin.32	4991	80.7	163.9	0.1	0.344
Lib4_3_bin.32	3957	79.7	99.1	0.229	0.316
Lib4_3_bin.32	5321	80.2	175.2	0.176	0.342
Lib4_3_bin.32	4128	83.3	188.6	0.101	0.342
Lib4_3_bin.32	4122	80.4	111.4	0.2	0.307
Lib4_3_bin.32	6052	80.6	178.4	0.136	0.324
Lib4_3_bin.32	9229	81.6	185.3	0.186	0.361
Lib4_3_bin.32	13349	80	129.8	0.13	0.322
Lib4_3_bin.32	2845	78.8	113.2	0.075	0.316
Lib4_3_bin.32	3945	76.3	66.2	0.179	0.271
Lib4_3_bin.32	7320	77.5	98.8	0.11	0.290
Lib4_3_bin.32	11184	80.6	147.4	0.125	0.322
Lib4_3_bin.32	10996	79	101.7	0.155	0.302
Lib4_3_bin.32	7535	77.8	111.1	0.157	0.304
Lib4_3_bin.32	14759	78.8	132.1	0.077	0.308
Lib4_3_bin.32	3345	79.6	185.9	0.112	0.321
Lib4_3_bin.32	5037	80.9	97.9	0.13	0.296
Lib4_3_bin.32	14115	79.4	111.1	0.09	0.303
Lib4_3_bin.32	5770	79.9	120.3	0.081	0.301
Lib4_3_bin.32	6336	77.7	128.3	0.022	0.305
Lib4_3_bin.32	4597	75.2	65.6	0.19	0.281
Lib4_3_bin.32	11752	79	109.4	0.146	0.301
Lib4_3_bin.32	7381	79.7	158.3	0.084	0.331
Lib4_3_bin.32	3007	76.4	79.4	0.086	0.278
Lib4_3_bin.32	2583	76.7	107.1	0.154	0.282
Lib4_3_bin.32	2765	77.4	71.9	0.069	0.283
Lib4_3_bin.32	10058	79.6	145.2	0.1	0.313
Lib4_3_bin.32	11593	79.1	107.8	0.147	0.306
Lib4_3_bin.32	3622	79.2	108.1	0.045	0.322
Lib4_3_bin.32	3411	76.8	80.2	0.073	0.273
Lib4_3_bin.32	7762	79.1	98.9	0.155	0.290
Lib4_3_bin.32	3267	77.2	81.2	0.059	0.290
Lib4_3_bin.32	3071	74.8	90.8	0.172	0.267
Lib4_3_bin.32	5453	79.9	113.1	0.082	0.312
Lib4_3_bin.32	2591	80.2	108.8	0.098	0.292
Lib4_3_bin.32	7279	83.3	446.5	0.023	0.319
Lib4_3_bin.32	6667	81.7	193.9	0.063	0.334
Lib4_3_bin.32	2932	79.5	124.6	0.133	0.311
Lib4_3_bin.32	2654	77.2	44.7	0.049	0.275
Lib4_3_bin.32	6967	78.6	108.7	0.115	0.305
Lib4_3_bin.32	2823	80.2	102.3	0.312	0.309
Lib4_3_bin.32	4718	79.9	113.7	0.08	0.282
Lib4_3_bin.32	2662	78.8	151.8	0.038	0.272
Lib4_3_bin.32	3020	76.3	76.6	0.174	0.278
Lib4_3_bin.32	19496	81.3	153.6	0.174	0.336
Lib4_3_bin.32	7324	77.9	110.5	0.039	0.298
Lib4_3_bin.32	16369	82.6	198.4	0.073	0.337
Lib4_3_bin.32	5746	75.8	86.9	0.123	0.298
Lib4_3_bin.32	5754	76.6	118.6	0.128	0.296
Lib4_3_bin.32	3499	80.1	127.3	0.02	0.269
Lib4_3_bin.32	3346	78.8	119.5	0.134	0.316
Lib4_3_bin.32	4556	80.8	153	0.067	0.313
Lib4_3_bin.32	12970	79.9	148.4	0.075	0.311
Lib4_3_bin.32	3747	81	253	0.042	0.337
Lib4_3_bin.32	4477	78	84.9	0.085	0.308
Lib4_3_bin.32	6328	77.6	127.4	0.14	0.290
Lib4_3_bin.32	7851	80.3	127.9	0.179	0.318
Lib4_3_bin.32	5601	80.5	169.4	0.115	0.337
Lib4_3_bin.32	3149	76.5	93.5	0.095	0.282
Lib4_3_bin.32	2883	79.5	96.8	0.178	0.309
Lib4_3_bin.32	8676	80.5	122.8	0.13	0.306
Lib4_3_bin.32	6908	78.5	94.5	0.147	0.293
Lib4_3_bin.32	4332	78.1	116	0.075	0.300
Lib4_3_bin.32	3635	78.1	92.8	0.227	0.294
Lib4_3_bin.32	5757	78.8	106.3	0.167	0.312
Lib4_3_bin.32	2534	75.1	89.3	0.5	0.303
Lib4_3_bin.32	6879	81	166.9	0.129	0.332
Lib4_3_bin.32	14338	78.9	138.6	0.109	0.311
Lib4_3_bin.32	5779	82	144.5	0.114	0.350
Lib4_3_bin.32	21854	79.9	129	0.122	0.313
Lib4_3_bin.32	2875	76.4	87.4	0.172	0.286
Lib4_3_bin.32	3378	79.9	135.3	0.054	0.325
Lib4_3_bin.32	3336	76.9	69.7	0.242	0.276
Lib4_3_bin.32	5547	80.5	162.6	0.115	0.334
Lib4_3_bin.32	17262	79.5	129.8	0.047	0.314
Lib4_3_bin.32	2979	77.4	83.7	0.208	0.287
Lib4_3_bin.32	3487	82.4	184.3	0.062	0.345
Lib4_3_bin.32	4444	80.3	131.2	0.111	0.294
Lib4_3_bin.32	5336	80.7	172.5	0.141	0.313
Lib4_3_bin.32	5431	78.8	118.7	0.077	0.330
Lib4_3_bin.32	7197	80	104.6	0.135	0.307
Lib4_3_bin.32	2841	78.4	112.6	0.094	0.300
Lib4_3_bin.32	2580	76.7	67.9	0.067	0.267
Lib4_3_bin.32	7063	81	167.8	0.086	0.334
Lib4_3_bin.32	5812	80.1	137.9	0.071	0.331
Lib4_3_bin.32	2891	77.8	82.4	0.167	0.282
Lib4_3_bin.32	4761	78.2	95	0.111	0.291
Lib4_3_bin.32	2966	76.4	129.5	0.176	0.312
Lib4_3_bin.32	11804	81.3	132.2	0.117	0.331
Lib4_3_bin.32	3804	78.8	110.3	0.176	0.307
Lib4_3_bin.32	4974	79.2	101.4	0.076	0.296
